DRIVER_ID
21426455
26758703
15237462
25874883
28872291
24337559
27299419
28127711
25096195
26847211
16139059
23159299
28632115
28266975
24205887
18763687
28870323
20553887
28266563
17271343
23079679
24465243
26047015
28652947
28567947
21873499
19716795
18055739
22678767
24575979
25570115
17455179
27429991
25822487
25282595
25884451
28510847
22589631
24347311
28683075
25010543
15534539
24818735
25711563
27654463
22772363
28267111
14346210
22166587
16537443
28683107
16972151
19205291
19984663
17847643
24388487
18698679
24755843
28840583
18778995
22727447
18219247
22239839
25761355
15281062
21802679
27420763
28607059
15645819
28520271
28116535
17292503
19424035
20344167
26523843
16314895
23122403
17793087
24267075
17074043
15025558
22227851
19531519
24299551
28765655
24368747
15639363
26534363
21359463
28333195
29019015
17860259
27632307
18741319
28998031
17884019
28631607
24687695
17049067
19514131
27258807
26267363
23338403
17231315
23522867
24597627
15771379
24376259
28683063
17702327
28885751
22242383
28683099
28146587
27633379
24578391
17082863
16882475
27650583
28665203
22322403
28843463
17265639
17308095
19106135
27404851
16813279
22921423
24388667
16336495
25727919
19166015
22888279
25084975
18552339
22266087
17169931
27642839
24711011
28392227
25835335
28593539
21798347
26838399
15634971
28499015
22300955
17210963
14300878
28266367
28399315
28719607
26686511
15570047
28931915
21977719
23375835
28400091
27104331
22678871
23582351
28462595
26775583
18524855
15714867
22545887
17807251
22808531
15024042
24805743
20021967
24534319
19433839
17366275
28683103
28868311
21337403
20955511
22709867
18700083
14288678
27709431
24077635
28444967
20711847
19367275
15464983
15224962
22320111
23566023
25043447
29150827
24602151
28985835
17020071
14303018
28266087
28440307
14182190
18096587
25777211
22262895
29077255
28862211
23067827
28872443
25761011
24414363
22018983
16953367
19483239
28926091
25564255
22572047
26082831
27145467
24806963
29153075
26208303
21880563
25771027
29135643
19121011
28575971
22593655
17007507
25974899
28683119
18326315
21947915
28583707
16345495
14574294
25052111
16980707
14923814
29131491
23959067
18697567
27717871
28281863
17794571
16995975
17806311
15786695
25192771
19300783
19557139
25082499
22317451
27134695
28683083
19681439
24969591
21270239
22503003
28202379
22652615
17301383
29155555
25359475
28683115
23242743
24805967
21430771
24184139
28683059
28887275
27903235
21402047
21315763
24761423
19480039
24366835
19182439
14185158
22017863
20704959
21992047
26258307
21531959
15907427
28262403
24583535
20747967
16881871
23011715
28265847
28632235
25378171
27962459
17491679
28683127
21032155
21832403
25873911
17414947
24809259
19294479
22226683
25770151
27256847
16309855
16377139
27478859
17682371
20136495
19553391
21202095
14729370
23169511
22853999
28563967
28188835
29056887
14855490
24714367
24756207
21646883
21211115
28605751
15364614
15574539
23931283
22730787
27642375
17908515
27657375
26699527
14121286
23324047
18221439
19862627
21796463
22747159
23258043
21881055
27286107
24856531
28683079
19854223
19305003
28459087
21584287
21725571
22771675
23579087
20850487
14165682
22839875
21268843
22834655
23491431
14365582
22255327
28846911
21944539
21027087
24480103
17027367
23422151
18243359
16952623
14528326
28267063
26836503
25758431
29156043
18547619
21632947
25758651
23701559
24044811
15410527
24809399
14212734
28683091
28121499
26523595
27965083
28376075
28279471
25835659
19843739
